id,task,response,memorize_prem,valid,continuous,indeterminate,correct,solution,p1_rt,p2_rt,p3_rt,p4_rt,rt,full_info
participant_102,task_indet_2_left,yes,False,False,True,True,False,nvc,-1,-1,-1,-1,6590,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""B"", ""C""], ""premise3"": [""right"", ""D"", ""B""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_indet_2_left"", ""task_ref"": ""pmm_spatial_sort_1"", ""question"": {""question_name"": ""left_E_C"", ""form"": [""left"", ""E"", ""C""]}, ""continuous"": true, ""correct"": ""nvc""}"
participant_102,task_det_4_left,no,False,True,True,False,False,yes,-1,-1,-1,-1,10761,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""B""], ""premise3"": [""left"", ""C"", ""D""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_4_left"", ""task_ref"": ""task_15"", ""question"": {""question_name"": ""left_B_C"", ""form"": [""left"", ""B"", ""C""]}, ""continuous"": true, ""correct"": ""yes""}"
participant_102,task_indet_4_between,no,False,True,True,True,True,no,-1,-1,-1,-1,38915,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""left"", ""C"", ""B""], ""premise3"": [""left"", ""D"", ""C""], ""premise4"": [""left"", ""E"", ""C""], ""task"": ""task_indet_4_between"", ""task_ref"": ""task_30"", ""question"": {""question_name"": ""between_C_B"", ""form"": [""between"", ""C"", ""B""]}, ""continuous"": true, ""correct"": ""no""}"
participant_102,task_det_3_between,no,False,True,False,False,False,yes,-1,-1,-1,-1,13277,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""B"", ""C""], ""premise3"": [""left"", ""D"", ""A""], ""premise4"": [""left"", ""E"", ""D""], ""task"": ""task_det_3_between"", ""task_ref"": ""task_9"", ""question"": {""question_name"": ""between_E_A"", ""form"": [""between"", ""E"", ""A""]}, ""continuous"": false, ""correct"": ""yes""}"
participant_102,task_det_3_right,nvc,False,True,False,False,False,yes,-1,-1,-1,-1,5429,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""B"", ""C""], ""premise3"": [""left"", ""D"", ""A""], ""premise4"": [""left"", ""E"", ""D""], ""task"": ""task_det_3_right"", ""task_ref"": ""task_9"", ""question"": {""question_name"": ""right_C_D"", ""form"": [""right"", ""C"", ""D""]}, ""continuous"": false, ""correct"": ""yes""}"
participant_102,task_indet_3_nextto,no,False,False,True,True,False,nvc,-1,-1,-1,-1,5164,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""A""], ""premise3"": [""right"", ""D"", ""A""], ""premise4"": [""left"", ""D"", ""E""], ""task"": ""task_indet_3_nextto"", ""task_ref"": ""task_31"", ""question"": {""question_name"": ""nextto_C_A"", ""form"": [""nextto"", ""C"", ""A""]}, ""continuous"": true, ""correct"": ""nvc""}"
participant_104,task_indet_3_nextto,yes,True,False,True,True,False,nvc,-1,-1,-1,-1,9230,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""A""], ""premise3"": [""right"", ""D"", ""A""], ""premise4"": [""left"", ""D"", ""E""], ""task"": ""task_indet_3_nextto"", ""task_ref"": ""task_31"", ""question"": {""question_name"": ""nextto_C_A"", ""form"": [""nextto"", ""C"", ""A""]}, ""continuous"": true, ""correct"": ""nvc""}"
participant_104,task_det_3_between,no,True,True,False,False,False,yes,-1,-1,-1,-1,4163,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""B"", ""C""], ""premise3"": [""left"", ""D"", ""A""], ""premise4"": [""left"", ""E"", ""D""], ""task"": ""task_det_3_between"", ""task_ref"": ""task_9"", ""question"": {""question_name"": ""between_E_A"", ""form"": [""between"", ""E"", ""A""]}, ""continuous"": false, ""correct"": ""yes""}"
participant_104,task_det_4_nextto,nvc,True,True,True,False,False,yes,-1,-1,-1,-1,5566,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""B""], ""premise3"": [""left"", ""C"", ""D""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_4_nextto"", ""task_ref"": ""task_15"", ""question"": {""question_name"": ""nextto_D_C"", ""form"": [""nextto"", ""D"", ""C""]}, ""continuous"": true, ""correct"": ""yes""}"
participant_104,task_indet_4_left,yes,False,True,True,True,True,yes,-1,-1,-1,-1,32108,"{""premise1"": [""left"", ""B"", ""A""], ""premise2"": [""left"", ""C"", ""B""], ""premise3"": [""left"", ""D"", ""C""], ""premise4"": [""left"", ""E"", ""C""], ""task"": ""task_indet_4_left"", ""task_ref"": ""task_30"", ""question"": {""question_name"": ""left_E_B"", ""form"": [""left"", ""E"", ""B""]}, ""continuous"": true, ""correct"": ""yes""}"
participant_104,task_det_4_left,yes,False,True,True,False,True,yes,-1,-1,-1,-1,17932,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""B""], ""premise3"": [""left"", ""C"", ""D""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_4_left"", ""task_ref"": ""task_15"", ""question"": {""question_name"": ""left_B_C"", ""form"": [""left"", ""B"", ""C""]}, ""continuous"": true, ""correct"": ""yes""}"
participant_104,task_det_2_nextto,yes,True,True,False,False,False,no,-1,-1,-1,-1,3868,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""left"", ""C"", ""B""], ""premise3"": [""right"", ""D"", ""A""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_2_nextto"", ""task_ref"": ""task_13"", ""question"": {""question_name"": ""nextto_A_E"", ""form"": [""nextto"", ""A"", ""E""]}, ""continuous"": false, ""correct"": ""no""}"
participant_104,task_det_3_between,no,False,True,False,False,False,yes,-1,-1,-1,-1,38573,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""B"", ""C""], ""premise3"": [""left"", ""D"", ""A""], ""premise4"": [""left"", ""E"", ""D""], ""task"": ""task_det_3_between"", ""task_ref"": ""task_9"", ""question"": {""question_name"": ""between_E_A"", ""form"": [""between"", ""E"", ""A""]}, ""continuous"": false, ""correct"": ""yes""}"
participant_104,task_indet_2_between,yes,True,False,True,True,False,nvc,-1,-1,-1,-1,3312,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""B"", ""C""], ""premise3"": [""right"", ""D"", ""B""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_indet_2_between"", ""task_ref"": ""pmm_spatial_sort_1"", ""question"": {""question_name"": ""between_C_B"", ""form"": [""between"", ""C"", ""B""]}, ""continuous"": true, ""correct"": ""nvc""}"
participant_104,task_det_1_nextto,no,True,True,True,False,True,no,-1,-1,-1,-1,4565,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""A""], ""premise3"": [""right"", ""D"", ""C""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_1_nextto"", ""task_ref"": ""task_2"", ""question"": {""question_name"": ""nextto_A_E"", ""form"": [""nextto"", ""A"", ""E""]}, ""continuous"": true, ""correct"": ""no""}"
participant_104,task_indet_1_nextto,no,True,True,True,True,False,yes,-1,-1,-1,-1,4582,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""C"", ""A""], ""premise3"": [""left"", ""D"", ""A""], ""premise4"": [""right"", ""D"", ""E""], ""task"": ""task_indet_1_nextto"", ""task_ref"": ""task_23"", ""question"": {""question_name"": ""nextto_A_B"", ""form"": [""nextto"", ""A"", ""B""]}, ""continuous"": true, ""correct"": ""yes""}"
participant_104,task_indet_4_between,yes,True,True,True,True,False,no,-1,-1,-1,-1,2542,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""left"", ""C"", ""B""], ""premise3"": [""left"", ""D"", ""C""], ""premise4"": [""left"", ""E"", ""C""], ""task"": ""task_indet_4_between"", ""task_ref"": ""task_30"", ""question"": {""question_name"": ""between_C_B"", ""form"": [""between"", ""C"", ""B""]}, ""continuous"": true, ""correct"": ""no""}"
participant_104,task_det_3_right,yes,True,True,False,False,True,yes,-1,-1,-1,-1,49680,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""B"", ""C""], ""premise3"": [""left"", ""D"", ""A""], ""premise4"": [""left"", ""E"", ""D""], ""task"": ""task_det_3_right"", ""task_ref"": ""task_9"", ""question"": {""question_name"": ""right_C_D"", ""form"": [""right"", ""C"", ""D""]}, ""continuous"": false, ""correct"": ""yes""}"
participant_104,task_det_3_right,yes,False,True,False,False,True,yes,-1,-1,-1,-1,3775,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""B"", ""C""], ""premise3"": [""left"", ""D"", ""A""], ""premise4"": [""left"", ""E"", ""D""], ""task"": ""task_det_3_right"", ""task_ref"": ""task_9"", ""question"": {""question_name"": ""right_C_D"", ""form"": [""right"", ""C"", ""D""]}, ""continuous"": false, ""correct"": ""yes""}"
participant_104,task_indet_3_right,yes,False,False,True,True,False,nvc,-1,-1,-1,-1,29566,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""A""], ""premise3"": [""right"", ""D"", ""A""], ""premise4"": [""left"", ""D"", ""E""], ""task"": ""task_indet_3_right"", ""task_ref"": ""task_31"", ""question"": {""question_name"": ""right_D_C"", ""form"": [""right"", ""D"", ""C""]}, ""continuous"": true, ""correct"": ""nvc""}"
participant_104,task_indet_2_between,nvc,False,False,True,True,True,nvc,-1,-1,-1,-1,20549,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""B"", ""C""], ""premise3"": [""right"", ""D"", ""B""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_indet_2_between"", ""task_ref"": ""pmm_spatial_sort_1"", ""question"": {""question_name"": ""between_C_B"", ""form"": [""between"", ""C"", ""B""]}, ""continuous"": true, ""correct"": ""nvc""}"
participant_104,task_indet_4_left,no,True,True,True,True,False,yes,-1,-1,-1,-1,8669,"{""premise1"": [""left"", ""B"", ""A""], ""premise2"": [""left"", ""C"", ""B""], ""premise3"": [""left"", ""D"", ""C""], ""premise4"": [""left"", ""E"", ""C""], ""task"": ""task_indet_4_left"", ""task_ref"": ""task_30"", ""question"": {""question_name"": ""left_E_B"", ""form"": [""left"", ""E"", ""B""]}, ""continuous"": true, ""correct"": ""yes""}"
participant_104,task_indet_1_left,no,True,False,True,True,False,nvc,-1,-1,-1,-1,8906,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""C"", ""A""], ""premise3"": [""left"", ""D"", ""A""], ""premise4"": [""right"", ""D"", ""E""], ""task"": ""task_indet_1_left"", ""task_ref"": ""task_23"", ""question"": {""question_name"": ""left_D_C"", ""form"": [""left"", ""D"", ""C""]}, ""continuous"": true, ""correct"": ""nvc""}"
participant_104,task_det_1_right,no,True,True,True,False,True,no,-1,-1,-1,-1,9856,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""A""], ""premise3"": [""right"", ""D"", ""C""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_1_right"", ""task_ref"": ""task_2"", ""question"": {""question_name"": ""right_C_D"", ""form"": [""right"", ""C"", ""D""]}, ""continuous"": true, ""correct"": ""no""}"
participant_104,task_det_4_left,yes,True,True,True,False,True,yes,-1,-1,-1,-1,6285,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""B""], ""premise3"": [""left"", ""C"", ""D""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_4_left"", ""task_ref"": ""task_15"", ""question"": {""question_name"": ""left_B_C"", ""form"": [""left"", ""B"", ""C""]}, ""continuous"": true, ""correct"": ""yes""}"
participant_104,task_indet_1_left,yes,False,False,True,True,False,nvc,-1,-1,-1,-1,4502,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""C"", ""A""], ""premise3"": [""left"", ""D"", ""A""], ""premise4"": [""right"", ""D"", ""E""], ""task"": ""task_indet_1_left"", ""task_ref"": ""task_23"", ""question"": {""question_name"": ""left_D_C"", ""form"": [""left"", ""D"", ""C""]}, ""continuous"": true, ""correct"": ""nvc""}"
participant_104,task_indet_3_right,no,True,False,True,True,False,nvc,-1,-1,-1,-1,11160,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""A""], ""premise3"": [""right"", ""D"", ""A""], ""premise4"": [""left"", ""D"", ""E""], ""task"": ""task_indet_3_right"", ""task_ref"": ""task_31"", ""question"": {""question_name"": ""right_D_C"", ""form"": [""right"", ""D"", ""C""]}, ""continuous"": true, ""correct"": ""nvc""}"
participant_104,task_det_2_right,yes,True,True,False,False,False,no,-1,-1,-1,-1,13200,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""left"", ""C"", ""B""], ""premise3"": [""right"", ""D"", ""A""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_2_right"", ""task_ref"": ""task_13"", ""question"": {""question_name"": ""right_C_D"", ""form"": [""right"", ""C"", ""D""]}, ""continuous"": false, ""correct"": ""no""}"
participant_104,task_det_1_nextto,no,False,True,True,False,True,no,-1,-1,-1,-1,29357,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""A""], ""premise3"": [""right"", ""D"", ""C""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_1_nextto"", ""task_ref"": ""task_2"", ""question"": {""question_name"": ""nextto_A_E"", ""form"": [""nextto"", ""A"", ""E""]}, ""continuous"": true, ""correct"": ""no""}"
participant_104,task_indet_2_left,yes,True,False,True,True,False,nvc,-1,-1,-1,-1,5077,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""B"", ""C""], ""premise3"": [""right"", ""D"", ""B""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_indet_2_left"", ""task_ref"": ""pmm_spatial_sort_1"", ""question"": {""question_name"": ""left_E_C"", ""form"": [""left"", ""E"", ""C""]}, ""continuous"": true, ""correct"": ""nvc""}"
participant_104,task_indet_2_left,yes,False,False,True,True,False,nvc,-1,-1,-1,-1,22916,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""B"", ""C""], ""premise3"": [""right"", ""D"", ""B""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_indet_2_left"", ""task_ref"": ""pmm_spatial_sort_1"", ""question"": {""question_name"": ""left_E_C"", ""form"": [""left"", ""E"", ""C""]}, ""continuous"": true, ""correct"": ""nvc""}"
participant_104,task_det_2_right,no,False,True,False,False,True,no,-1,-1,-1,-1,10098,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""left"", ""C"", ""B""], ""premise3"": [""right"", ""D"", ""A""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_2_right"", ""task_ref"": ""task_13"", ""question"": {""question_name"": ""right_C_D"", ""form"": [""right"", ""C"", ""D""]}, ""continuous"": false, ""correct"": ""no""}"
participant_104,task_det_4_nextto,yes,False,True,True,False,True,yes,-1,-1,-1,-1,10895,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""B""], ""premise3"": [""left"", ""C"", ""D""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_4_nextto"", ""task_ref"": ""task_15"", ""question"": {""question_name"": ""nextto_D_C"", ""form"": [""nextto"", ""D"", ""C""]}, ""continuous"": true, ""correct"": ""yes""}"
participant_104,task_det_1_right,yes,False,True,True,False,False,no,-1,-1,-1,-1,5674,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""A""], ""premise3"": [""right"", ""D"", ""C""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_1_right"", ""task_ref"": ""task_2"", ""question"": {""question_name"": ""right_C_D"", ""form"": [""right"", ""C"", ""D""]}, ""continuous"": true, ""correct"": ""no""}"
participant_104,task_indet_1_nextto,no,False,True,True,True,False,yes,-1,-1,-1,-1,83347,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""C"", ""A""], ""premise3"": [""left"", ""D"", ""A""], ""premise4"": [""right"", ""D"", ""E""], ""task"": ""task_indet_1_nextto"", ""task_ref"": ""task_23"", ""question"": {""question_name"": ""nextto_A_B"", ""form"": [""nextto"", ""A"", ""B""]}, ""continuous"": true, ""correct"": ""yes""}"
participant_104,task_det_2_nextto,no,False,True,False,False,True,no,-1,-1,-1,-1,3329,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""left"", ""C"", ""B""], ""premise3"": [""right"", ""D"", ""A""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_2_nextto"", ""task_ref"": ""task_13"", ""question"": {""question_name"": ""nextto_A_E"", ""form"": [""nextto"", ""A"", ""E""]}, ""continuous"": false, ""correct"": ""no""}"
participant_104,task_indet_4_between,yes,False,True,True,True,False,no,-1,-1,-1,-1,8089,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""left"", ""C"", ""B""], ""premise3"": [""left"", ""D"", ""C""], ""premise4"": [""left"", ""E"", ""C""], ""task"": ""task_indet_4_between"", ""task_ref"": ""task_30"", ""question"": {""question_name"": ""between_C_B"", ""form"": [""between"", ""C"", ""B""]}, ""continuous"": true, ""correct"": ""no""}"
participant_104,task_indet_3_nextto,no,False,False,True,True,False,nvc,-1,-1,-1,-1,13163,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""A""], ""premise3"": [""right"", ""D"", ""A""], ""premise4"": [""left"", ""D"", ""E""], ""task"": ""task_indet_3_nextto"", ""task_ref"": ""task_31"", ""question"": {""question_name"": ""nextto_C_A"", ""form"": [""nextto"", ""C"", ""A""]}, ""continuous"": true, ""correct"": ""nvc""}"
participant_105,task_indet_3_nextto,nvc,False,False,True,True,True,nvc,-1,-1,-1,-1,3495,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""A""], ""premise3"": [""right"", ""D"", ""A""], ""premise4"": [""left"", ""D"", ""E""], ""task"": ""task_indet_3_nextto"", ""task_ref"": ""task_31"", ""question"": {""question_name"": ""nextto_C_A"", ""form"": [""nextto"", ""C"", ""A""]}, ""continuous"": true, ""correct"": ""nvc""}"
participant_105,task_det_1_nextto,nvc,False,True,True,False,False,no,-1,-1,-1,-1,6045,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""A""], ""premise3"": [""right"", ""D"", ""C""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_1_nextto"", ""task_ref"": ""task_2"", ""question"": {""question_name"": ""nextto_A_E"", ""form"": [""nextto"", ""A"", ""E""]}, ""continuous"": true, ""correct"": ""no""}"
participant_105,task_det_3_between,yes,False,True,False,False,True,yes,-1,-1,-1,-1,6054,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""B"", ""C""], ""premise3"": [""left"", ""D"", ""A""], ""premise4"": [""left"", ""E"", ""D""], ""task"": ""task_det_3_between"", ""task_ref"": ""task_9"", ""question"": {""question_name"": ""between_E_A"", ""form"": [""between"", ""E"", ""A""]}, ""continuous"": false, ""correct"": ""yes""}"
participant_105,task_indet_4_between,yes,False,True,True,True,False,no,-1,-1,-1,-1,4303,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""left"", ""C"", ""B""], ""premise3"": [""left"", ""D"", ""C""], ""premise4"": [""left"", ""E"", ""C""], ""task"": ""task_indet_4_between"", ""task_ref"": ""task_30"", ""question"": {""question_name"": ""between_C_B"", ""form"": [""between"", ""C"", ""B""]}, ""continuous"": true, ""correct"": ""no""}"
participant_105,task_det_2_right,yes,False,True,False,False,False,no,-1,-1,-1,-1,3284,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""left"", ""C"", ""B""], ""premise3"": [""right"", ""D"", ""A""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_2_right"", ""task_ref"": ""task_13"", ""question"": {""question_name"": ""right_C_D"", ""form"": [""right"", ""C"", ""D""]}, ""continuous"": false, ""correct"": ""no""}"
participant_105,task_indet_4_left,yes,False,True,True,True,True,yes,-1,-1,-1,-1,2775,"{""premise1"": [""left"", ""B"", ""A""], ""premise2"": [""left"", ""C"", ""B""], ""premise3"": [""left"", ""D"", ""C""], ""premise4"": [""left"", ""E"", ""C""], ""task"": ""task_indet_4_left"", ""task_ref"": ""task_30"", ""question"": {""question_name"": ""left_E_B"", ""form"": [""left"", ""E"", ""B""]}, ""continuous"": true, ""correct"": ""yes""}"
participant_105,task_indet_1_left,yes,False,False,True,True,False,nvc,-1,-1,-1,-1,2406,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""C"", ""A""], ""premise3"": [""left"", ""D"", ""A""], ""premise4"": [""right"", ""D"", ""E""], ""task"": ""task_indet_1_left"", ""task_ref"": ""task_23"", ""question"": {""question_name"": ""left_D_C"", ""form"": [""left"", ""D"", ""C""]}, ""continuous"": true, ""correct"": ""nvc""}"
participant_105,task_indet_1_nextto,nvc,False,True,True,True,False,yes,-1,-1,-1,-1,21704,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""C"", ""A""], ""premise3"": [""left"", ""D"", ""A""], ""premise4"": [""right"", ""D"", ""E""], ""task"": ""task_indet_1_nextto"", ""task_ref"": ""task_23"", ""question"": {""question_name"": ""nextto_A_B"", ""form"": [""nextto"", ""A"", ""B""]}, ""continuous"": true, ""correct"": ""yes""}"
participant_105,task_indet_3_right,yes,False,False,True,True,False,nvc,-1,-1,-1,-1,4288,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""A""], ""premise3"": [""right"", ""D"", ""A""], ""premise4"": [""left"", ""D"", ""E""], ""task"": ""task_indet_3_right"", ""task_ref"": ""task_31"", ""question"": {""question_name"": ""right_D_C"", ""form"": [""right"", ""D"", ""C""]}, ""continuous"": true, ""correct"": ""nvc""}"
participant_105,task_indet_2_left,yes,False,False,True,True,False,nvc,-1,-1,-1,-1,3591,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""B"", ""C""], ""premise3"": [""right"", ""D"", ""B""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_indet_2_left"", ""task_ref"": ""pmm_spatial_sort_1"", ""question"": {""question_name"": ""left_E_C"", ""form"": [""left"", ""E"", ""C""]}, ""continuous"": true, ""correct"": ""nvc""}"
participant_105,task_det_3_right,nvc,False,True,False,False,False,yes,-1,-1,-1,-1,3609,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""B"", ""C""], ""premise3"": [""left"", ""D"", ""A""], ""premise4"": [""left"", ""E"", ""D""], ""task"": ""task_det_3_right"", ""task_ref"": ""task_9"", ""question"": {""question_name"": ""right_C_D"", ""form"": [""right"", ""C"", ""D""]}, ""continuous"": false, ""correct"": ""yes""}"
participant_105,task_indet_2_between,yes,False,False,True,True,False,nvc,-1,-1,-1,-1,6105,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""B"", ""C""], ""premise3"": [""right"", ""D"", ""B""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_indet_2_between"", ""task_ref"": ""pmm_spatial_sort_1"", ""question"": {""question_name"": ""between_C_B"", ""form"": [""between"", ""C"", ""B""]}, ""continuous"": true, ""correct"": ""nvc""}"
participant_105,task_det_4_nextto,yes,False,True,True,False,True,yes,-1,-1,-1,-1,3310,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""B""], ""premise3"": [""left"", ""C"", ""D""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_4_nextto"", ""task_ref"": ""task_15"", ""question"": {""question_name"": ""nextto_D_C"", ""form"": [""nextto"", ""D"", ""C""]}, ""continuous"": true, ""correct"": ""yes""}"
participant_105,task_det_2_nextto,yes,False,True,False,False,False,no,-1,-1,-1,-1,104807,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""left"", ""C"", ""B""], ""premise3"": [""right"", ""D"", ""A""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_2_nextto"", ""task_ref"": ""task_13"", ""question"": {""question_name"": ""nextto_A_E"", ""form"": [""nextto"", ""A"", ""E""]}, ""continuous"": false, ""correct"": ""no""}"
participant_105,task_det_1_right,yes,False,True,True,False,False,no,-1,-1,-1,-1,2933,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""A""], ""premise3"": [""right"", ""D"", ""C""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_1_right"", ""task_ref"": ""task_2"", ""question"": {""question_name"": ""right_C_D"", ""form"": [""right"", ""C"", ""D""]}, ""continuous"": true, ""correct"": ""no""}"
participant_105,task_det_4_left,nvc,False,True,True,False,False,yes,-1,-1,-1,-1,3908,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""B""], ""premise3"": [""left"", ""C"", ""D""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_4_left"", ""task_ref"": ""task_15"", ""question"": {""question_name"": ""left_B_C"", ""form"": [""left"", ""B"", ""C""]}, ""continuous"": true, ""correct"": ""yes""}"
participant_105,task_det_4_nextto,yes,True,True,True,False,True,yes,-1,-1,-1,-1,1874,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""B""], ""premise3"": [""left"", ""C"", ""D""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_4_nextto"", ""task_ref"": ""task_15"", ""question"": {""question_name"": ""nextto_D_C"", ""form"": [""nextto"", ""D"", ""C""]}, ""continuous"": true, ""correct"": ""yes""}"
participant_105,task_indet_3_right,yes,True,False,True,True,False,nvc,-1,-1,-1,-1,2508,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""A""], ""premise3"": [""right"", ""D"", ""A""], ""premise4"": [""left"", ""D"", ""E""], ""task"": ""task_indet_3_right"", ""task_ref"": ""task_31"", ""question"": {""question_name"": ""right_D_C"", ""form"": [""right"", ""D"", ""C""]}, ""continuous"": true, ""correct"": ""nvc""}"
participant_105,task_indet_3_nextto,yes,True,False,True,True,False,nvc,-1,-1,-1,-1,2648,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""A""], ""premise3"": [""right"", ""D"", ""A""], ""premise4"": [""left"", ""D"", ""E""], ""task"": ""task_indet_3_nextto"", ""task_ref"": ""task_31"", ""question"": {""question_name"": ""nextto_C_A"", ""form"": [""nextto"", ""C"", ""A""]}, ""continuous"": true, ""correct"": ""nvc""}"
participant_105,task_indet_1_nextto,yes,True,True,True,True,True,yes,-1,-1,-1,-1,9046,"{""premise1"": [""left"", ""A"", ""B""], ""premise2"": [""left"", ""C"", ""A""], ""premise3"": [""left"", ""D"", ""A""], ""premise4"": [""right"", ""D"", ""E""], ""task"": ""task_indet_1_nextto"", ""task_ref"": ""task_23"", ""question"": {""question_name"": ""nextto_A_B"", ""form"": [""nextto"", ""A"", ""B""]}, ""continuous"": true, ""correct"": ""yes""}"
participant_105,task_det_1_nextto,no,True,True,True,False,True,no,-1,-1,-1,-1,9722,"{""premise1"": [""right"", ""A"", ""B""], ""premise2"": [""right"", ""C"", ""A""], ""premise3"": [""right"", ""D"", ""C""], ""premise4"": [""right"", ""E"", ""D""], ""task"": ""task_det_1_nextto"", ""task_ref"": ""task_2"", ""question"": {""question_name"": ""nextto_A_E"", ""form"": [""nextto"", ""A"", ""E""]}, ""continuous"": true, ""correct"": ""no""}"
